,text,Aspect,Sentiment,Emotion,sales,earnings,op_costs,products_services,organic_expansion,acquisitions,competition,op_risks,debt,not_applicable,NIL,Negative,Neutral,Positive,Confident,Dodgy,NIL,Uncertain
79,"The outstanding share count at quarter end was 472 million shares, and we had $1.2 billion remaining under our share repurchase authorization",1-earnings,1-Neutral,2-NIL,0.04003911,0.36438534,0.06372963,0.019201236,0.10651591,0.0028482703,0.013325862,0.021031938,0.008348928,0.047586985,0.31298688,0.0146590145,0.91638297,0.06895804,0.12256884,0.0014805046,0.86450565,0.011445054
80,"Based on the first quarter results and our recent business trends, we are affirming our full year outlook",10-NIL,2-Positive,0-Confident,0.17086525,0.14206001,0.024588972,0.024402395,0.06691631,0.00073280773,0.02069651,0.017566944,0.004341024,0.116323195,0.41150662,0.0158453,0.28643876,0.69771594,0.86363256,0.0013774391,0.12731825,0.007671859
81,We expect GAAP revenue to be flat to down low-single digits with constant currency revenue increasing in the low-single digits,0-sales,0-Negative,2-NIL,0.96386194,0.02186087,0.000745925,0.0040481035,0.0041954145,0.0005787011,0.0014563502,0.00049787504,0.00030786506,0.0010364963,0.0014104133,0.98148215,0.0048406096,0.013677319,0.04131696,0.0017647533,0.93787265,0.019045653
82,"GAAP operating margins are expected to be approximately 18% and adjusted operating margin approximately 20%, excluding approximately $100 million of WU Way-related expenses",1-earnings,1-Neutral,2-NIL,0.0018815328,0.46346816,0.45630234,0.0073178974,0.008735558,0.017653154,0.0066231093,0.013089212,0.01614648,0.00088288164,0.00789963,0.039839625,0.8280936,0.13206676,0.31805697,0.0047079506,0.6296307,0.047604393
83,"Our outlook include savings of approximately $20 million from deficiency actions included in the WU Way initiatives in 2017, and we expect approximately $25 million of additional savings in 2018.",10-NIL,2-Positive,0-Confident,0.019879704,0.18595828,0.101621255,0.06344651,0.08567637,0.0010437939,0.019830449,0.024761422,0.005272423,0.06815466,0.42435512,0.010195873,0.07932648,0.9104776,0.6190582,0.0050535044,0.33408472,0.041803565
84,"In addition to the impact from the subsidiary ownership structure, we also expect other discrete tax benefits in the fourth quarter, which we're anticipated in our original outlook",10-NIL,2-Positive,2-NIL,0.0332929,0.20215775,0.1185637,0.06996539,0.18237253,0.0058170697,0.022332797,0.033958282,0.01032464,0.028526867,0.29268816,0.116501495,0.3789722,0.50452626,0.32653812,0.0038340278,0.63102937,0.038598467
85,"For the full year, the GAAP effective tax rate is still projected to be approximately 11%, while the adjusted rate is expected to be approximately 13%",1-earnings,1-Neutral,2-NIL,0.007002702,0.69814914,0.17657867,0.020476937,0.016741814,0.0022707968,0.0065627554,0.00997212,0.0039152387,0.010201468,0.04812835,0.07538979,0.7428787,0.18173157,0.32812545,0.0033681137,0.59909105,0.06941541
86,"Quarterly, we anticipate rates closer to our full year outlook in the second and third quarters, and then a very low tax rate in Q4.",1-earnings,1-Neutral,2-NIL,0.062392358,0.53344053,0.076032266,0.036240518,0.037525304,0.0008265756,0.012880851,0.011249761,0.0029706552,0.03047727,0.19596386,0.09244301,0.7533001,0.15425695,0.36660537,0.0037966939,0.5608101,0.06878784
87,"We continue to expect full year GAAP earnings per share in the range of $1.48 to $1.60 and adjusted earnings per share, excluding the WU Way-related expenses, in the range of $1.63 to $1.75.",2-op_costs,1-Neutral,2-NIL,0.0016897976,0.30460882,0.6099794,0.008857146,0.008496132,0.016070738,0.006846191,0.015410998,0.017427498,0.0010096842,0.009603651,0.04650218,0.76820034,0.1852975,0.23580739,0.003344355,0.71479285,0.04605539
88,Both earnings per share ranges reflect an approximately $0.09 negative impact from foreign exchange,1-earnings,0-Negative,2-NIL,0.004327081,0.9573473,0.016884169,0.0027883821,0.0029565878,0.0039001082,0.0022441647,0.002519562,0.00451567,0.00048473536,0.0020323915,0.8683339,0.08851614,0.043150015,0.09123084,0.0012132396,0.8936706,0.013885341
89,GAAP cash flow from operating activities is expected to be approximately $200 million in 2017 due to the impact of the $591 million payments related to the settlement agreement with the U.S,1-earnings,0-Negative,2-NIL,0.041542713,0.3235396,0.077375375,0.1771881,0.097529925,0.004159377,0.02125367,0.019885017,0.004828824,0.03556843,0.19712894,0.8869496,0.08386199,0.029188389,0.12246221,0.004025418,0.8460498,0.027462645
90,and State governments announced in January to be approximately $100 million of anticipated final tax payments related to the previously-announced IRS agreement in December 2011 and the WU Way-related payment,10-NIL,1-Neutral,2-NIL,0.02194528,0.24502535,0.09918075,0.12150838,0.06584821,0.0017888234,0.015123968,0.016602637,0.0037801357,0.08057657,0.32861987,0.07360483,0.7490353,0.1773599,0.21676333,0.0035234345,0.73624444,0.0434688
91,"Excluding these items, we expect operating cash flow of approximately $1 billion",1-earnings,1-Neutral,0-Confident,0.03856182,0.92246306,0.012508002,0.0026820384,0.004815456,0.0009016925,0.0030544777,0.0022820174,0.0015419491,0.0024922742,0.008697149,0.011238327,0.91768837,0.07107328,0.5302904,0.0028393955,0.44809765,0.018772539
92,"So, to summarize, the first quarter business performance was solid, strategic progress continued and we are on track with our full-year outlook",0-sales,2-Positive,0-Confident,0.4016706,0.22999017,0.018261218,0.018224904,0.08209497,0.000974905,0.016400564,0.0094700195,0.0033706422,0.041841477,0.17770056,0.0068832235,0.027955849,0.9651609,0.9568268,0.00096469495,0.038688775,0.0035196398
93,"Operator, we're now ready to take questions",9-not_applicable,1-Neutral,2-NIL,0.0019128595,0.0029658142,0.0024497085,0.004743916,0.002099285,0.00012222806,0.0021914975,0.0019127217,0.0004446596,0.8361887,0.14496858,0.00082051754,0.99137735,0.0078020897,0.032127433,0.00030069557,0.96587354,0.0016982862
94,Question-and-Answer Session,9-not_applicable,1-Neutral,2-NIL,0.00020272176,0.00011668907,0.00014405522,0.00038626252,0.00016674848,0.00015912647,0.00030375252,0.00016533506,0.00012584255,0.98953444,0.008695048,0.0005955311,0.9952238,0.0041806344,0.010205014,0.00033378974,0.98837924,0.0010819244
95,"I mean, as we go through the course of the year, Tien-Tsin, we should get benefits from the cost savings initiatives",2-op_costs,2-Positive,0-Confident,0.0014207857,0.027235322,0.8592525,0.0075524994,0.018865906,0.008550415,0.009490186,0.021141097,0.01374564,0.0034133943,0.029332126,0.012632411,0.33586314,0.65150446,0.57215476,0.0048615295,0.3664308,0.056552902
96,Most of that benefit will hit us in the second half of the year,10-NIL,1-Neutral,2-NIL,0.03264192,0.059393745,0.01980183,0.19479124,0.027016439,0.0006768579,0.015128904,0.010200487,0.0018713078,0.2764426,0.36203468,0.0074647465,0.9495309,0.04300436,0.28181297,0.0041359253,0.68394,0.030111179
97,"And then, based on our current forecast for foreign exchange rates, we think that FX impact will be a little bit less in the second half of the year, so you get a pickup on those items",1-earnings,1-Neutral,3-Uncertain,0.17319052,0.70083004,0.026826771,0.01349787,0.02884581,0.0019713861,0.0073606367,0.0073238234,0.0023970257,0.003842752,0.033913366,0.049406193,0.895186,0.055407718,0.037800867,0.0034592238,0.07833546,0.8804045
98,"We had somewhat of a marketing benefit in the first quarter, and I expect that we'll get back to our normal averages for marketing spend, there's some timing in the first quarter",10-NIL,2-Positive,2-NIL,0.07966841,0.17308116,0.037267707,0.065294825,0.04307824,0.0005626495,0.019216653,0.0136514455,0.0026617213,0.12461154,0.44090572,0.024962092,0.4118664,0.56317145,0.35434082,0.005862696,0.5812295,0.058566984
99,So that will also pick up,9-not_applicable,1-Neutral,2-NIL,0.00023798968,0.000116934505,0.00015225398,0.0003673682,0.00017136244,0.00016626499,0.0003140113,0.00017630064,0.00013200332,0.9878242,0.010341291,0.00086063123,0.9957653,0.0033740834,0.008158815,0.00037109508,0.9904018,0.0010682668
100,"So, net-net, that's how we get back to roughly our 20% adjusted margin for the full year, and some of the things that will happen from a quarterly standpoint",1-earnings,1-Neutral,2-NIL,0.0022399265,0.9203127,0.050011773,0.0041246493,0.0024873726,0.004135183,0.0028313287,0.0038210342,0.004844081,0.0008360572,0.0043558935,0.023054797,0.85781384,0.11913137,0.42187902,0.005171751,0.5124465,0.060502708
101,"It's the way – in our consumer bill payments business, we're seeing – we had couple of things happening over the course of the last year",3-products_services,1-Neutral,0-Confident,0.070454665,0.047053106,0.015122671,0.3553799,0.033989053,0.0011573449,0.016481634,0.010424288,0.0019492515,0.17266653,0.27532154,0.09881074,0.8333035,0.06788582,0.6012057,0.007698923,0.31767598,0.07341933
102,"We had a large customer that we brought on at lower margins, and then we also saw consumers using credit cards to make payments, and that's a more expensive transaction for us",1-earnings,1-Neutral,2-NIL,0.0029669176,0.63795507,0.2783095,0.013127936,0.0044423304,0.012655894,0.008460224,0.012334572,0.010080971,0.0026934834,0.016973212,0.0782404,0.730641,0.19111854,0.4778187,0.003620322,0.479666,0.03889499
103,"So, it ends up being more expensive for us",9-not_applicable,1-Neutral,2-NIL,0.007494695,0.012718876,0.036090545,0.023114098,0.015449445,0.00080326817,0.011656294,0.014303013,0.002938094,0.4725522,0.40287936,0.0009759549,0.9927418,0.006282206,0.012399649,0.00047258957,0.9858306,0.0012972365
104,"And although margins were down from the first quarter of last year, we actually did improve quite a bit from the fourth quarter where we were in the C2B business",1-earnings,0-Negative,2-NIL,0.0031992968,0.9490809,0.026883148,0.00335321,0.002098469,0.0028654824,0.0023728085,0.0027045782,0.0033877008,0.000753886,0.0033006407,0.4774334,0.1374057,0.38516092,0.11302833,0.0040817717,0.84312934,0.03976063
105,"So, the goal there has been to get really good top-line growth, and we're getting a lot of success there, we're adding to the portfolio",0-sales,2-Positive,0-Confident,0.9620598,0.020488625,0.00067672343,0.0042126067,0.0072011286,0.0007410007,0.0015249035,0.0005283709,0.00037242286,0.0008498803,0.0013445707,0.00865378,0.018406093,0.97294015,0.9689389,0.0009519597,0.027145447,0.0029636691
106,And then that gives us an opportunity to stabilize margins and maybe improve them over time,1-earnings,2-Positive,0-Confident,0.0024163404,0.9090707,0.059038002,0.004240173,0.0026475163,0.004446696,0.003394214,0.004268443,0.005001088,0.00084620464,0.0046305023,0.007173493,0.082143284,0.9106832,0.59789246,0.0038217155,0.35854092,0.03974489
107,"Hi, Darrin",9-not_applicable,1-Neutral,2-NIL,0.00022788659,0.00012049378,0.00013486441,0.00034070853,0.00016654469,0.00013879758,0.0002766362,0.00015439339,0.00011499164,0.9902394,0.008085251,0.0006116701,0.9954829,0.0039054689,0.0087465495,0.0003675484,0.98982555,0.0010604026
108,And the great thing about India is that we have fantastic retail coverage,10-NIL,2-Positive,0-Confident,0.21951386,0.041146003,0.013157065,0.11785583,0.04891116,0.0008563511,0.019488128,0.010687125,0.0025193729,0.20256683,0.32329822,0.007811785,0.041905962,0.9502823,0.89358294,0.0014251395,0.09776792,0.00722394
109,And we also have fantastic account coverage,9-not_applicable,1-Neutral,2-NIL,0.0028445753,0.0031688937,0.0016645688,0.009313701,0.0018754235,0.00013867815,0.0018036166,0.0013111015,0.00032255476,0.87096816,0.10658857,0.00088131113,0.991443,0.007675662,0.18679449,0.00049415947,0.8103585,0.0023528603
110,We pay out into most accounts in India,9-not_applicable,1-Neutral,2-NIL,0.0026577655,0.0017714094,0.0006417281,0.005443454,0.0010621577,0.00015480765,0.00097043987,0.0005503303,0.00019794649,0.9426076,0.043942377,0.0007261286,0.9951108,0.004163073,0.028778678,0.00030871906,0.96955264,0.0013600575
111,the infrastructure is right to improve there,9-not_applicable,1-Neutral,2-NIL,0.00074059895,0.00070730003,0.0007272438,0.0019184035,0.00084678,9.017498e-05,0.0009050297,0.0007012204,0.00020349561,0.9361901,0.056969754,0.00082506763,0.9894757,0.009699216,0.022568488,0.00033143157,0.97596776,0.0011322519
112,"I mean, we had planned on – obviously our outlook for the full year has not changed, so 11% and then 13% adjusted",10-NIL,1-Neutral,2-NIL,0.054074813,0.07704725,0.02535145,0.026343461,0.053880896,0.0005473081,0.018026728,0.01832443,0.0036434238,0.170264,0.5524961,0.015533499,0.8212027,0.16326375,0.24688657,0.005665252,0.6858814,0.06156676
113,"So, we had planned on these activities for the year",10-NIL,1-Neutral,2-NIL,0.018541181,0.021726172,0.015103182,0.024996262,0.026745122,0.00037323023,0.012493549,0.013966911,0.0026865134,0.3692513,0.49411651,0.0009090635,0.9926145,0.0064763916,0.046807803,0.000722332,0.9462807,0.0061892103
114,"The timing in the first quarter was less under our control, I would say",10-NIL,1-Neutral,2-NIL,0.03565238,0.06806489,0.022424664,0.051381037,0.020582415,0.00049597915,0.014605518,0.010869168,0.0017448454,0.30579337,0.4683857,0.009298527,0.9700697,0.020631857,0.1389523,0.0063744355,0.80800235,0.04667094
115,"And so, we're going to get those same benefits the rest of this year, because we had planned on it",10-NIL,1-Neutral,2-NIL,0.022622298,0.07149642,0.030445244,0.22055805,0.031891663,0.0008039447,0.017377082,0.013994315,0.0022293017,0.18468557,0.40389624,0.025985863,0.68728346,0.28673074,0.4584086,0.005768188,0.48682624,0.048997045
116,We've basically accelerated into Q1.,9-not_applicable,1-Neutral,2-NIL,0.00079777074,0.0006118701,0.0003318021,0.0022400657,0.0003866432,0.00010871919,0.00047250127,0.0002496387,0.00010061913,0.97367847,0.021021904,0.0006641487,0.9929428,0.006393001,0.034331746,0.00035838192,0.9630792,0.0022305737
117,"And then, the second and third quarters should be closer to our full year average tax rate",1-earnings,1-Neutral,2-NIL,0.008556979,0.35795563,0.24986997,0.042341445,0.018906439,0.0018602913,0.013378625,0.019891914,0.004935008,0.05798101,0.22432266,0.024050253,0.8977026,0.07824719,0.29560524,0.0039583566,0.6316126,0.06882374
118,"And the fourth quarter, I would expect to be substantially lower because we have a number of different discrete benefits that we had already planned on, plus this timing benefit",10-NIL,1-Neutral,2-NIL,0.023860764,0.1419182,0.06432572,0.27673998,0.051432937,0.0014092926,0.020429114,0.019026032,0.0030751764,0.076375075,0.32140774,0.058363795,0.55218357,0.3894526,0.22658154,0.0063947816,0.6947338,0.07228983
119,"So, it should be substantially lower than you'll see for even the second and third quarter as we go into the fourth quarter",10-NIL,1-Neutral,2-NIL,0.028799703,0.09427653,0.030635541,0.064161025,0.023749636,0.0005100879,0.016480863,0.012903335,0.0020736111,0.218913,0.5074966,0.027811512,0.92368084,0.048507687,0.17991678,0.007670698,0.75654286,0.055869665
120,"Well, the XE",9-not_applicable,1-Neutral,2-NIL,0.00022739232,0.00012825459,0.00015059974,0.00038580858,0.00017666568,0.0001466897,0.00027578598,0.00017400389,0.000111933405,0.9894108,0.008812065,0.00061408634,0.99542916,0.0039567803,0.008730641,0.00043118032,0.9896868,0.001151379
121,com customer is something we spoke about last year,9-not_applicable,1-Neutral,2-NIL,0.010207988,0.008017673,0.003574126,0.03080384,0.005709882,0.0002617094,0.0047824695,0.003568382,0.0006953692,0.7277785,0.20460004,0.00070681545,0.995765,0.0035282383,0.01397679,0.00043879036,0.9841561,0.0014284154
122,"We knew that we were going to lose it at the end of last year, which is what happened",10-NIL,1-Neutral,2-NIL,0.040993217,0.055061545,0.01892608,0.021902215,0.027440809,0.0005638287,0.015035438,0.016143743,0.0031541232,0.26293638,0.53784263,0.076438084,0.89866924,0.024892641,0.117320046,0.0066161156,0.83293194,0.04313192
123,"And so we're going to see that grow over impact at least through the first three quarters of this year, a little bit in the fourth quarter",10-NIL,2-Positive,0-Confident,0.056017794,0.049694795,0.01878738,0.05341451,0.036651626,0.0004971288,0.017009288,0.013648662,0.0024301258,0.23300782,0.51884085,0.008490797,0.098786995,0.8927222,0.70192325,0.0041714306,0.25453684,0.03936852
124,"So you'll see a three-point impact from that as we move through, but our goal is to grow the business faster than what we achieved in the first quarter",10-NIL,2-Positive,0-Confident,0.17472741,0.06444685,0.017864045,0.037036154,0.10958158,0.00097587716,0.019935934,0.01660622,0.0046368265,0.11248272,0.44170645,0.009471463,0.039527353,0.95100117,0.73960775,0.002423545,0.24098435,0.016984345
125,That's not an acceptable growth level for us,0-sales,2-Positive,0-Confident,0.95761997,0.025545055,0.00071847904,0.0033402469,0.007315787,0.0008428108,0.0015146827,0.00054108596,0.00042764944,0.0008930337,0.0012412464,0.004903413,0.02869537,0.9664012,0.95470226,0.00085446873,0.040970482,0.0034727368
126,And we're doing a number of good things in that business where we want to drive better growth,0-sales,2-Positive,0-Confident,0.9651199,0.017609501,0.0006086824,0.003279907,0.008138777,0.0006781027,0.0014845567,0.0005039448,0.00036831346,0.0008339963,0.0013744506,0.009354392,0.014731367,0.9759142,0.9717737,0.0009288948,0.025024844,0.0022725966
127,"So I would not model minus 3% in that business, that's not our objective",10-NIL,1-Neutral,2-NIL,0.021288376,0.06389979,0.027073897,0.034190644,0.027516922,0.00056754897,0.016207295,0.018776542,0.0032072023,0.21244065,0.5748311,0.0043198145,0.97363573,0.022044446,0.15160732,0.0062568053,0.79307073,0.04906517
128,Our objective is to grow better than that,9-not_applicable,1-Neutral,2-NIL,0.0045311903,0.0059619197,0.00435264,0.0088488,0.0042401915,0.00015918585,0.0038527201,0.0036408547,0.0007299637,0.7342342,0.22944826,0.002217042,0.68805486,0.30972806,0.054182887,0.00038858692,0.9430928,0.0023356155
129,"The C2B business has been growing in the low double-digit range for quite a long time now, the last several years",3-products_services,2-Positive,0-Confident,0.18845381,0.045807842,0.005804944,0.6298516,0.031026928,0.0019537716,0.009534554,0.004366469,0.0010371937,0.03156209,0.050600823,0.009316947,0.034721844,0.95596117,0.8423236,0.0024743138,0.1360131,0.019189075
130,"And what we saw in the quarter, we also had good reported growth in that business of 8%, and that's because Argentina didn't devalue as much as we had expected",0-sales,2-Positive,0-Confident,0.9392134,0.03454051,0.0010296218,0.00950328,0.008507278,0.0013960759,0.0018737157,0.0007804406,0.00057190843,0.00097533123,0.0016082824,0.01205755,0.017121844,0.97082055,0.9638781,0.00094077026,0.031869385,0.0033117798
131,But we continue to see really good growth opportunities for that business,0-sales,2-Positive,0-Confident,0.966072,0.014488641,0.0005757121,0.0028941557,0.010346536,0.0007093614,0.0015482593,0.00055580743,0.00040165568,0.0009042512,0.0015034721,0.012821774,0.015145871,0.97203237,0.9702234,0.0008978496,0.02641507,0.0024636874
132,"It's being driven by a couple of different things, the Argentina cash walk-in business where consumers are paying bills at retail locations, and then our electronic payments business here in the U.S",3-products_services,1-Neutral,0-Confident,0.12008826,0.046023224,0.012561771,0.4105638,0.033957087,0.0011013283,0.017522484,0.009548714,0.001818493,0.1295914,0.21722355,0.05569644,0.7880012,0.15630245,0.59502465,0.004889225,0.35840306,0.04168312
133,And then that's being offset a little bit by U.S,9-not_applicable,1-Neutral,2-NIL,0.009560566,0.021370538,0.008125465,0.036701143,0.0067963656,0.0004230103,0.0069831363,0.004731842,0.0009179986,0.6028877,0.3015022,0.002173144,0.98790586,0.009920997,0.08711436,0.0029150804,0.8916195,0.018351045
134,"So, the growth profile of that business continues to be very strong, and we continue to add to the portfolio",0-sales,2-Positive,0-Confident,0.9629576,0.018800836,0.0006429403,0.0036691397,0.008527159,0.00076764333,0.0015632065,0.0005595213,0.00039782506,0.0008133607,0.0013006586,0.016101515,0.014617688,0.96928084,0.9691683,0.0009315814,0.0273689,0.002531283
135,And we're very excited about the opportunities in that business,10-NIL,2-Positive,0-Confident,0.024685262,0.024288042,0.017942544,0.025105445,0.03551372,0.00043399716,0.01454678,0.016782027,0.0035132642,0.30114377,0.53604513,0.007500451,0.19158764,0.8009119,0.7480684,0.002019297,0.23640926,0.013503089
136,"No, it's a longer-term impact on the tax structure",2-op_costs,1-Neutral,2-NIL,0.006099746,0.3231572,0.3653095,0.022441579,0.023923393,0.0059104585,0.014178958,0.026567291,0.008972376,0.038170163,0.16526932,0.10270182,0.87237644,0.024921795,0.07798748,0.0021921536,0.89893895,0.02088149
137,The activity relates specially to our Business Solutions business and the licensing requirements that are coming next year in Europe related to some of the products that we sell – the derivatives products that we sell,3-products_services,1-Neutral,2-NIL,0.017186578,0.0122355325,0.0040590605,0.89615685,0.011185264,0.001340152,0.005716948,0.0033094068,0.00071834173,0.026092127,0.021999797,0.027298685,0.8868758,0.08582559,0.23524982,0.0042008287,0.72441643,0.036132988
138,"So, we had to make some changes",9-not_applicable,1-Neutral,2-NIL,0.0007913396,0.0007542462,0.00068685797,0.0020620208,0.00067370204,0.000106955216,0.00088250765,0.0007073911,0.00020218697,0.9376108,0.055522047,0.00063516747,0.9952064,0.0041583856,0.011370385,0.00039864215,0.98704463,0.0011862683
139,"As you know – as you may know, we own a bank in Austria",10-NIL,1-Neutral,2-NIL,0.026506942,0.019324556,0.011353226,0.02125862,0.028953778,0.0005633512,0.014520575,0.013827879,0.0032925091,0.42408884,0.43630975,0.008945278,0.9606754,0.030379316,0.36940077,0.0041186926,0.59450096,0.031979598
140,"And so, we've combined or we're going to be combining those organizations to provide the right type of licensing structure ultimately",10-NIL,1-Neutral,2-NIL,0.013608892,0.018808244,0.01628525,0.040884003,0.024148485,0.00046587168,0.013664518,0.015317218,0.002744095,0.3517431,0.50233024,0.011938173,0.832894,0.15516777,0.24474978,0.007563398,0.6856804,0.06200641
141,So that's the underlying activity that we're driving at,9-not_applicable,1-Neutral,2-NIL,0.016012564,0.018426316,0.009052148,0.059410885,0.013527107,0.0004133948,0.009821588,0.007795473,0.0013348799,0.4924765,0.37172917,0.0023065798,0.98759884,0.010094659,0.28711063,0.0064583686,0.6549996,0.051431477
142,"I mean, we're always looking for opportunities to optimize how we spend there",10-NIL,1-Neutral,0-Confident,0.024626618,0.029119667,0.021137705,0.02240927,0.03600045,0.00038818683,0.014751174,0.017892895,0.0036013671,0.27139562,0.5586771,0.009996563,0.6747864,0.31521717,0.4947147,0.0054698153,0.44375384,0.05606154
143,"And over time, the composition of how we spent that money has changed, right?",10-NIL,1-Neutral,2-NIL,0.016524276,0.04296498,0.03041263,0.020188082,0.02584019,0.00038788505,0.012922186,0.015727507,0.0029104615,0.26415497,0.5679668,0.0066628265,0.9665563,0.026780806,0.07582513,0.0035088612,0.8811431,0.039522965
144,"And as we've completed many of the Southwest Border requirements, that spending has gotten less over the last couple of years, but it's migrated to other programs",10-NIL,1-Neutral,2-NIL,0.06614171,0.11175422,0.054307714,0.03548182,0.09053226,0.0009557948,0.017622296,0.016948745,0.004694973,0.12146951,0.480091,0.07444281,0.6083953,0.31716183,0.13439316,0.0046277605,0.82083285,0.04014622
145,"So, we're always putting technology in place and we want to automate those things",10-NIL,1-Neutral,0-Confident,0.01705436,0.016327458,0.015907925,0.032305006,0.02477957,0.00042046324,0.014534937,0.015731473,0.0027615575,0.35092956,0.5092477,0.0071585337,0.91542625,0.07741521,0.56195086,0.0078069796,0.3771614,0.053080726
146,"Our first priority this year really is to address the requirements that we have under the settlement agreements, and that's the reason for the higher spend this year",10-NIL,1-Neutral,2-NIL,0.016162988,0.06785939,0.039064463,0.035610676,0.042951528,0.00078619417,0.017553527,0.024027564,0.0043071304,0.16324407,0.5884326,0.028903948,0.82324535,0.14785072,0.303474,0.008167488,0.6126247,0.07573378
147,And we'll look to stabilize as much as we can over time,10-NIL,1-Neutral,0-Confident,0.020236114,0.030404141,0.017875455,0.036413766,0.02806456,0.00039713542,0.013565787,0.013506113,0.002273572,0.31363603,0.52362746,0.016449893,0.863687,0.11986325,0.7892563,0.006271761,0.17048848,0.0339835
148,"Well, Ashwin, I believe that the Western Union Business Solutions should have a better performance than we reported in Q1, I agree on that with you",3-products_services,2-Positive,0-Confident,0.028699568,0.04002236,0.013985202,0.6424435,0.029393464,0.0013676082,0.015236129,0.008608493,0.0015706712,0.08957837,0.12909469,0.008092368,0.19201939,0.79988825,0.77811426,0.0027873884,0.19154896,0.027549328
149,"I think, the global economic environment, when that improves, when more export-import connection happens, especially on the small and mid-sized business entities, that will improve given how linked that sending money and receiving money is with importer and exporter",0-sales,1-Neutral,3-Uncertain,0.30125284,0.10263302,0.015734144,0.2535275,0.061141636,0.0018319751,0.019156905,0.010607179,0.0021693793,0.047865793,0.18407975,0.008480315,0.5987601,0.39275953,0.050568428,0.003519849,0.06304441,0.88286734
150,"Besides that, I don't believe that we need a significant investment there to improve our performance",4-organic_expansion,2-Positive,0-Confident,0.04674,0.014958746,0.008956266,0.005198526,0.85571593,0.0051575815,0.00949281,0.011606906,0.011711418,0.004151308,0.026310576,0.011003855,0.2306358,0.7583603,0.86234444,0.0021676533,0.120728426,0.014759511
151,"It's more really a focus on the sales getting new customers, where its liking is that I understand more is on the foreign trade part – foreign exchange trade part on the hedges and on the forwards",0-sales,1-Neutral,2-NIL,0.8932787,0.07901821,0.0019096152,0.011320631,0.0059925667,0.0013374074,0.0025316777,0.00087857334,0.00058751326,0.0012212758,0.001923775,0.025140133,0.7556145,0.21924539,0.24225943,0.0062070065,0.68725157,0.06428197
152,We have some performance issue,9-not_applicable,1-Neutral,2-NIL,0.0003464095,0.000295555,0.00024249239,0.0008972091,0.00022191636,8.78488e-05,0.0003581907,0.00023163116,8.952304e-05,0.9794366,0.017792666,0.0006061845,0.9956554,0.0037384,0.016629176,0.00032714292,0.9819925,0.0010512022
153,"However, the payments part, like the invested (42:11) payments, like NGO payments is doing very well",3-products_services,2-Positive,0-Confident,0.048894454,0.078501046,0.019377735,0.56781477,0.063129365,0.0021562919,0.013728193,0.009111082,0.002027189,0.06354307,0.13171682,0.012285617,0.08764986,0.9000646,0.8375911,0.0035765585,0.13797657,0.020855738
154,How you pay your builds or cross-border builds during (42:18) performance very well,1-earnings,2-Positive,2-NIL,0.07564041,0.36379567,0.032546982,0.21726426,0.01643362,0.0011730231,0.01675792,0.008039034,0.0018593883,0.10239003,0.16409963,0.022193082,0.2828591,0.69494784,0.3601892,0.004906298,0.5893161,0.04558842
155,"However, on the trading part, foreign exchange trading part, we do need some more focus here",10-NIL,1-Neutral,2-NIL,0.10188799,0.09485221,0.028346883,0.052692086,0.066334374,0.0010906421,0.021091899,0.021812337,0.0043307696,0.12129613,0.4862647,0.014129554,0.8696868,0.11618368,0.32215875,0.003954463,0.63738775,0.036498964
156,"And I know the team is doing a little – putting also Wu Way activities around that's looking really how we can improve the part generally, this part has to improve, and I believe that over time it will improve",10-NIL,2-Positive,2-NIL,0.029705092,0.028158614,0.016565314,0.043388043,0.034935787,0.0004990696,0.01638694,0.015826056,0.00296478,0.28657505,0.52499515,0.00983425,0.14189973,0.848266,0.25165954,0.00910462,0.57734895,0.16188687
157,It's all about mix,9-not_applicable,1-Neutral,2-NIL,0.0002641788,0.00014344098,0.0001370693,0.00045766198,0.0001780179,0.00012501364,0.00027956459,0.00015953298,9.930192e-05,0.9894838,0.008672467,0.000677225,0.99540186,0.003920893,0.010551472,0.00071905355,0.9874729,0.0012566597
158,"You know our business very well, Ashwin, depending on the corridor",9-not_applicable,1-Neutral,2-NIL,0.014367027,0.017742988,0.012067503,0.015073221,0.015121014,0.00032143522,0.009969268,0.010305265,0.0019908496,0.46510997,0.43793148,0.0024947969,0.98393744,0.013567669,0.21192381,0.006326992,0.73743725,0.04431197
159,"We do have corridors, which is zero FX",9-not_applicable,1-Neutral,2-NIL,0.00049824925,0.00044086188,0.0004324763,0.0014721943,0.00039884486,0.00011286747,0.0005507488,0.00040178676,0.00013219049,0.9610214,0.034538463,0.0007884775,0.99367625,0.0055352766,0.01325787,0.00035358095,0.9851267,0.0012618667
160,"We do have corridors, which are higher FX, zero fees",10-NIL,1-Neutral,2-NIL,0.011392824,0.06760676,0.17619827,0.017414879,0.024968486,0.0013155839,0.014444674,0.024285454,0.006881114,0.22997712,0.4255147,0.013982608,0.94746417,0.038553275,0.059012298,0.0009989219,0.93219185,0.007796922
161,We do have corridors where there's both are that,9-not_applicable,1-Neutral,2-NIL,0.0014571878,0.0012616616,0.0012424806,0.0045407023,0.0013029482,0.00016219883,0.0015005161,0.001202836,0.00029924882,0.888695,0.09833524,0.00095388386,0.99364954,0.0053966213,0.020629222,0.00042818676,0.9768386,0.002103948
