,author,content,game_id,inserted_at,post_no
2652,Transcend,dudez,71796,2017-06-01 05:55:00,2642
2653,Ranmaru,I want to talk to Frozen Flame before lynching.,71796,2017-06-01 05:55:00,2643
2654,Ranmaru,Let's chill guys. Let's focus.,71796,2017-06-01 05:56:00,2644
2655,Titus,"

What's the vc?",71796,2017-06-01 05:57:00,2645
2656,Ryker,"
Transcend and Gamma are crossvoting. That's it.",71796,2017-06-01 05:57:00,2646
2657,Ranmaru,We are in Mylo so we aren't voting.,71796,2017-06-01 05:58:00,2647
2658,Ranmaru,Besides those two.,71796,2017-06-01 05:58:00,2648
2659,Ranmaru,Ryker talk to me more about Frozen Flame. Anything else you'd like to talk about?,71796,2017-06-01 06:00:00,2649
2660,Ranmaru,Titus are you trying to refrain from using meta in your recent games or is it just this one?,71796,2017-06-01 06:02:00,2650
2661,Ryker,"Frozenflame's reads have been consistently off. He's consistently been the back line. I don't think I've seen him move proactively the entire game. I expect more from him and I don't have it.

I'd PoE to him before Mulch.",71796,2017-06-01 06:02:00,2651
2662,Ranmaru,"Alright, can you tell me why you think a scum!frozen would sheep my pushes early game? How about town!frozen?",71796,2017-06-01 06:04:00,2652
2663,Titus,"

Meta sucks. I rarely use meta minus personality tells. I can analyze it but it rarely forms the basis of reads.",71796,2017-06-01 06:04:00,2653
2664,Ranmaru,So the town read on me in Lovers Mafia was not meta then?,71796,2017-06-01 06:06:00,2654
2665,Ryker,"
1.) Because Town Frozen agreed.
2.) Because Scum Frozen didn't want to make waves.",71796,2017-06-01 06:08:00,2655
2666,Titus,"

Highly unlikely to be. I can't say never but you'll find me pretty hard on that stance.

Why you shoot Agent Sparkles?",71796,2017-06-01 06:12:00,2656
2667,Ranmaru,"Hmm, what do you think of Titus's claim that two .5 investigatives are fine?",71796,2017-06-01 06:13:00,2657
2668,Ranmaru,"

Top scumread, also counter wagon to Zulfy. Transcend hopped off awkwardly. So I needed to see him dead. Transcend also tried to use Agent Sparkles as scum flip to associate Fire Scream who was also town.",71796,2017-06-01 06:15:00,2658
2669,Ryker,"Legitimately curious what more you want. Your Day 1 pushes weren't great either. They were mostly on inactives for the purpose of making them show up. I don't think it's really easy to create an alignment read based on those.



As for Titus's claim. I think he might just be insane. Odd night cop is a nutty strong role. Never played with a gunsmith, but most cop variant roles are powerful. It's WAY easy to end up in 4v2 on Day 4 with the game cleared with 2 cop variants and a back-up that can work for either.",71796,2017-06-01 06:15:00,2659
2670,Ranmaru,I'm trying to bounce things off you right now. No one was really dropping much scum tells until time passed. Your pushes were not any better.,71796,2017-06-01 06:18:00,2660
2671,Titus,"

Bitching about how you can't aim for shit? Or read for that matter? Gender box.",71796,2017-06-01 06:18:00,2661
2672,Ryker,"
I'm on a phone and laying down in bed. Do you need anything in specific or are you just looking for things to bounce off of me?",71796,2017-06-01 06:21:00,2662
2673,Ryker,"
Can we just finish this game so I can be done playing with this snowflake?",71796,2017-06-01 06:21:00,2663
2674,Ranmaru,No I just wanted to ask you about Frozen and others so I got what I wanted from you. Thanks bro.,71796,2017-06-01 06:21:00,2664
2675,Gamma Emerald,Insane cops are not normal,71796,2017-06-01 06:23:00,2665
2676,Ranmaru,I don't think we were discussing insane cops.,71796,2017-06-01 06:23:00,2666
2677,Ranmaru,"Gamma, what is your thoughts on recent events? Scum team?",71796,2017-06-01 06:24:00,2667
2678,Titus,"

Dude, your discredits are high. You've called me insane, retarded and a special snowflake. Why the asshole demeanor?

Do get a good night's sleep.",71796,2017-06-01 06:24:00,2668
2679,Ranmaru,omfg I now just got why Gamma said that...,71796,2017-06-01 06:25:00,2669
2680,Ryker,"This game's been a shit show.

Zulfy and Firescreamer didn't play.

Tammy and Sparkles barely played.

FF gave me nothing much to read.

Transcend gave me a duplicate Marshy.

Mulch is a newbie and Gamma decided to sit as a null the entire game.

I enjoyed playing with Adum and Ran again, but I think I'm about done with this game.

Lalight and Titus think I'm scum, so town can't win regardless of who scum is, so I'd rather just lynch and end the game. I don't want to be playing another four weeks.

VOTE: Transcend

Deuces.",71796,2017-06-01 06:26:00,2670
2681,Ranmaru,I still want Gamma but wait... I need Ryker's vote... ,71796,2017-06-01 06:28:00,2671
2682,Ryker,"
Insane - thinking two cop varaints and a back-up isn't high investigative power for a 13 man game.
Retarded - thinking that a lynch outside of the claimed guilty crossvote is worth considering in MyLo.
Special Snowflake - blatant ad hominem provoked by the last post you made before that one.

That's why the asshole demeanor.  ",71796,2017-06-01 06:29:00,2672
2683,Transcend,"

this might be a scumslip given that if i were to actually flip scum that the game would in fact not end

but the game does in fact end with my lynch soooo yeah",71796,2017-06-01 06:30:00,2673
2684,Titus,VOTE: Ryker,71796,2017-06-01 06:38:00,2674
2685,Ranmaru,"Why the Bait, Titus?",71796,2017-06-01 06:39:00,2675
2686,Transcend,lynch gamma today,71796,2017-06-01 06:40:00,2676
2687,Titus,"

?",71796,2017-06-01 06:43:00,2677
2688,Ranmaru,2661,71796,2017-06-01 06:43:00,2678
2689,LaLight,"Ryker is scum or the game will be over soon.

But i do want to lynch gamma toDay",71796,2017-06-01 06:44:00,2679
2690,Transcend,opinions on 2673 plz,71796,2017-06-01 06:45:00,2680
2691,Transcend,"

have you ever explained why you trust me so much?",71796,2017-06-01 06:45:00,2681
2692,Titus,"

Because Ryker made the kind of of shit we done goofed as scum post",71796,2017-06-01 06:46:00,2682
2693,LaLight,"

Do you say I shouldn't?

Your claim makes perfect sense setupwise for me and is too specific to be fake as i see it",71796,2017-06-01 06:46:00,2683
2694,LaLight,It's a pity it's too late for a Ryker policy lynch. I play games to have fun and people like Ryker spoil everything for no reason,71796,2017-06-01 06:47:00,2684
2695,Ranmaru,No policy lynches. We lynch suspects only. Policy lynches don't win you games.,71796,2017-06-01 06:48:00,2685
2696,Ranmaru,"

I don't totally get it. Walk me through it?",71796,2017-06-01 06:49:00,2686
2697,Transcend,"i mean ryker is town and one more town votes me then we already lost

but i have a lingering suspicion he might have scumslipped",71796,2017-06-01 06:49:00,2687
2698,Titus,"

Ooh games should be balanced based on our scumteam not being inept style posts are scummy",71796,2017-06-01 06:49:00,2688
2699,Titus,His problem still happens with 1 cop and a backup as well.,71796,2017-06-01 06:50:00,2689
2700,Ranmaru,"

Probably if Gamma is scum. Possible town frustration. Not too sure.",71796,2017-06-01 06:50:00,2690
2701,Titus,"UNVOTE: Ryker

I need sleep soon, but my displeasure is known.",71796,2017-06-01 06:51:00,2691
2702,Ranmaru,"I can see him and Gamma, slightly. D1 is a blur to me now. I just remember Gamma putting Agent Sparkles to L-1 and Ryker using that time to have a better opinion of Sparkles.",71796,2017-06-01 06:52:00,2692
2703,LaLight,"

I know..",71796,2017-06-01 06:53:00,2693
2704,Ranmaru,I tell you this because I don't want you having a reliance on policy lynches to deal with people you have a hard time with. It's not optimal.,71796,2017-06-01 06:54:00,2694
2705,Titus,"

Hardly, this site needs more policy lynches, not less.",71796,2017-06-01 06:55:00,2695
2706,Ranmaru,I highly disagree. That's a meta that should stay hidden away. It doesn't do anything to progress games.  ,71796,2017-06-01 06:58:00,2696
2707,Ranmaru,"So looking at Penguin Power's last game, he had three town power roles, and two mafia power roles. Vigilante, Cop, Doctor. Mafia Encryptor, Mafia Roleblocker.",71796,2017-06-01 06:59:00,2697
2708,Transcend,"that means nothing

a good chunk of the roles have affixes attached to them",71796,2017-06-01 07:00:00,2698
2709,LaLight,Here cop is divided into 2,71796,2017-06-01 07:01:00,2699
2710,Ranmaru,"It seems this time around he simplified his setup a bit. Neighborizor flipped. So that's already one role flipped. My own role. Then there is Odd cop, Even Gunsmith, and Universal Back up. I still think two of the five are lying.",71796,2017-06-01 07:01:00,2700
2711,Ranmaru,Transcend why didn't you crumb D1?,71796,2017-06-01 07:02:00,2701
2712,Ranmaru,Hmmmmmmmmm,71796,2017-06-01 07:03:00,2702
2713,Ranmaru,"I think it's possible it's [1-shot vig, Neighborizer, odd cop / even gunsmith].",71796,2017-06-01 07:05:00,2703
2714,Ranmaru,Meaning odd cop + even gunsmith since they add up to one. I'm just puzzled because no protective.,71796,2017-06-01 07:07:00,2704
2715,Transcend,"

didn't think to, didn't feel like it",71796,2017-06-01 07:08:00,2705
2716,Ranmaru,How do you feel about Titus's recent play?,71796,2017-06-01 07:09:00,2706
2717,Transcend,"typical titus

the vote on ryker was ?????????

but i think she's reading him correctly",71796,2017-06-01 07:10:00,2707
2718,Ranmaru,She's still scum.,71796,2017-06-01 07:10:00,2708
2719,Transcend,"have you ever had to sort titus?

she rubs people the wrong way quite a bit when she's town. i've experienced this millions of times/

she could be scum but i doubt it. is this a scumread you have on her or a playstyle issue?",71796,2017-06-01 07:11:00,2709
2720,Ranmaru,"Yes. I guess I didn't really have to sort her near end game or anything, though. I've always played with town titus. Like I said, what's got me considering her is her trying to undermine my role. It's also Tammy claiming UB, and how I don't think it'd fit. I wouldn't lynch her today. I'm leaning towards Gamma. I think you are wrong though.",71796,2017-06-01 07:17:00,2710
2721,Ranmaru,I need to go to sleep. I have work. I want to see what Frozen Flame says and we'll decide a lynch from there.,71796,2017-06-01 07:19:00,2711
2722,Transcend,"Well I'm glad you think it's Gamma because that is correct and you weren't thinking that before so either something I or he did changed your mind

We can worry about Titus later",71796,2017-06-01 07:21:00,2712
2723,PenguinPower,"Vote Count 3.03
Transcend (2): Gamma Emerald, Ryker
Gamma Emerald (1): Transcend

Not Voting (5): LaLight, Ranmaru, Mulch, FrozenFlame, Titus

With 8 alive, it takes 5 to lynch.

Deadline: (expired on 2017-06-13 18:55:00)

Mod Notes:  Hi.

",71796,2017-06-01 10:17:00,2713
2724,Titus,Ok Ranmaru is town. Just cleared that with the mod.,71796,2017-06-01 14:17:00,2714
2725,Mulch,"I'll prove myself town later today.

Ryker is being absolutely disgusting.

It's still prob gamma- Tammy- frozen, maybe ryker goes in with frozen",71796,2017-06-01 14:18:00,2715
2726,Mulch,Titus what is your read on me?,71796,2017-06-01 14:20:00,2716
2727,Titus,"One of the investigatives is likely fake now given the day vig is town.

So if Transcend town, lalight/gamma scum
If Transcend scum, gamma/la la light/mulch town.",71796,2017-06-01 14:21:00,2717
2728,Titus,"

Don't have one yet.",71796,2017-06-01 14:21:00,2718
2729,FrozenFlame," Really like this post, reassures me about me townreading LaLight.



Why not? Ostensibly there are 3 scum and allegedly there are two false positives for gunsmith. In a game with a UB to help strengthen town investigative ability, why ought there not be 2 false positives to help off set the 3 potential scum gunsmith can hit when scum has no other defense against gunsmith? I can see why theres room for doubt here but I really don't see an argument for how there being two false positives by deliberate design for balance is out of the question.



The bolded has been bothering the fuck out of me. If he's truly a VT and trascend comes out with a claim like that saying he's guilty of having a gun, why don't we see more from the slot? It's fucking MYLO and if I'm GE and I know someone is lying about me, I'd be frothing at the mouth pushing that lynch because I now know the guaranteed safe path to keeping town in the game. But we haven't gotten that at all. All we got was ""lol guiz transcend is lying"" and a crossvote with literally nothing helpful after that other than a few random one liners. Nothing substantive. It feels like GE just knows he's caught and doesn't want to potentially expose his scummates through more detailed interaction. He's just clamming up and hope transcend ropes himself thanks to growing paranoia re: the claims. If I were GE, and I KNEW that transcend was scum, which he should if GE is actually town, I'd be doing everything I could to build a case on transcend and bust this game wide open. But we've gotten the farthest thing from it, nothing but coasting and waiting.

Transcend is atleast trying on some level to get people on GE. Granted it hasn't been much more effort than transcend has put into any wagon he's endorsed this game but that typicality isn't undermining my faith in his claim nor my read on his gradually improving play this game.

Between these two the choice is clear to me. If GE is town, he's completely dropped the ball given the situation he's in, but I suspect he's just caught scum unsure of how this 50/50 will play out and wants to be conservative incase he gets lynch and we can then use his ISO to tease out the rest of the team. If transcend is scum, frankly he did a great job gambitting on supporting the Lalight claim and capitalizing on not really needing to do so and selling it for town cred. He really had no reason to do that unless both him and LaLight are scum which I just very strongly doubt at this point; they had no motive to help narrow the lynch pool yesterday the way they did by clearing marshy and removing LaLight from lynch contention through his claim. If Transcend is scum here I just been straight outplayed with help from townGE just rolling over and letting scum close the game out when he's the only person in the game who KNOWS who a mafiat is. There's just no way I see any good faith townie like GE is in this situation.

VOTE: Gamma Emerald

Sorry if I'm throwing this town but the more and more I read through this day phase I only feel more strongly about this. I'm kind of feeling ryker's frustrated sentiments here re: this game being draining thanks to zulfy/FS/tammy all barely playing and us getting baited/pseudo forced into dealing with those slots else face an impossible endgame. I ISO'd every dead player in the game D2 to help me decide whether to stay or switch on FS and that only lead me to join a mislynch so at this point I'm convince that our reads collectively have just been shit this game and that focusing on this 50/50 is the best way to build an understanding of this game from the ground up. My gut has been telling me GE all game so at this point that plus GE's general apathy with the keys to the game in hand if he's town is more than enough for me to say he's the play.",71796,2017-06-01 14:24:00,2719
2730,Ranmaru,At work. Approve of Gamma votes.,71796,2017-06-01 16:17:00,2720
2731,Titus,"

Not sure I do. As conftown, you should sit back and not steer until you have a good idea of both sides.",71796,2017-06-01 16:18:00,2721
2732,LaLight,VOTE: Gamma Emerald,71796,2017-06-01 16:19:00,2722
2733,Titus,VOTE: Trans,71796,2017-06-01 16:32:00,2723
2734,Mulch,When FF votes Gamma,71796,2017-06-01 16:53:00,2724
2735,Mulch,Gamma at L-2,71796,2017-06-01 16:56:00,2725
2736,FrozenFlame,"

Wondering how you're going to prove you're town but looking forward to it. You and Ran basically get to decide the game at this point considering everyone else has voted and both wagons need two votes. Would be nice knowing our undecideds are both conf town.

Agreed that ryker is looking gross this dayphase. Tammy's slot is now too



like lmao are you fucking kidding? You're telling our conftown to shut up and not guide votes? The conftown?! This is borderline scum slip, like how could you possibly want there to be less guaranteed town voice in fucking mylo when clearly the scum are looking to guide to a game ending mislynch. Just..... wow



oh I see you're probably scum trying to keep both wagons competitive so that Ran has a hard time picking. Make the choice look as close as possible to created FUD. Classic



Not sure what you mean?",71796,2017-06-01 18:01:00,2726
2737,Titus,"Nah, I want both wagons competitive because then if Ram picks correctly the game is over.",71796,2017-06-01 18:03:00,2727
2738,Mulch,"1) Obviouslty I can't prove myself confirmed town as VT?   But I can prove  myself town through a personal iso analysis

2)  I think you and Gamma and Tammy are the team",71796,2017-06-01 18:04:00,2728
2739,Titus,"

Hey yeah no. P.S. you want to engage like I am here?",71796,2017-06-01 18:05:00,2729
2740,Ranmaru,To be fair Titus has said that as town to me before. I take it as null and I disagree with her.,71796,2017-06-01 18:12:00,2730
2741,FrozenFlame,"

What are you talking about? Both wagons are at 3, and we need 5. Only mulch and Ran haven't voted. If Ran votes wrong is game over because a scum will jump to hammer unless all three scrum are wagoning together right now. If Ran picks right the game isn't over by a long shot. We still need to convince mulch to hammer if mulch is town or to bus his partner if mulch is scum. Or for someone else to change their mind and hammer/bus their partner. Ran only decides this game if he picks wrong and all three scum aren't voting together right now. Like.... what are you even thinking?



1.) Alright well you said you could clear yourself which is pretty strong language but I get what you meant now.

2.) Dude how the fuck could you possibly believe that's the scum team? Literally the two people I've picked fights with in this game are GE and Tammy. GE has pretty much always been in my lynch pool, and frankly I antagonized tammy for no good reason. Why would I deliberately antagonize them both when neither of them was in top contention as a play? That's the shittiest bussing I've ever seen if that's what you think was going on. Like I would have just been blatantly conjuring reasons to fight with my partners for no goddamn reason. And do you seriously believe I'm looking to bus GE here and ride any credit I get from that to endgame? I've been on and off people's lynchpools all game. Why would I have the confidence to think I could get away with forcing a bus here and then riding the cred for a later phase win? If tammy and GE were my partners I'd be full blow attacking transcend and going for the win right now. I'm honestly shocked you think a me, GE, tammy team would be trying to play the long game right now.",71796,2017-06-01 18:14:00,2731
2742,FrozenFlame,"

dude if you're town you owe us more than this. If you're just going to post a no reasoning vote you could have done that ages ago. You can't just sit around undecided in a situation like this and then just plop down a vote once the votes start flying and not even explain why. I really want to believe you're town dude but you pulling shit like this is making me paranoid that you and transcend did in fact pull a combo gambit to clear and then kill marshy to make your fake cop claim look legit and set up for a one two punch endgame. like fuckkkkkkkk dude",71796,2017-06-01 18:18:00,2732
2743,FrozenFlame,"Basically you voting like that makes it seem like you had already decided to vote GE but you didn't for ulterior reasons. If you're confident enough that GE is scum without even feeling it is necessary to explain what made you ultimately decide to throw the vote down, it it surprises me that you waiting until now to cast the vote. Like holy shit it looks shady.",71796,2017-06-01 18:21:00,2733
2744,Transcend,"I doubt the entire scum team is voting me. I don't think Ryker + Titus was scum theatre. So mulch, i insist you vote Gamma here. I think a mafia is bussing rn and if you vote wrong, i can get blitzed. I think you were leaning towards voting Gamma anyways. I just can't have any monkey business.",71796,2017-06-01 20:02:00,2734
2745,Titus,"

Yes.

And what I am hoping for is all town on one wagon, all scum on the other.",71796,2017-06-01 20:45:00,2735
2746,Transcend,"Hey light

Use your cop on Titus tonight. I want her alignment sorted because I'm afraid Ranmaru is misreading her but I could be the goose as well.",71796,2017-06-01 20:49:00,2736
2747,Transcend,I have to work but if it's my final night trust mulch with your life. If I'm wrong on him being town then you can blame the big fat L on me.,71796,2017-06-01 20:53:00,2737
2748,Mulch,My gut is screaming that Transcend is scum RN just for that comment,71796,2017-06-01 20:59:00,2738
2749,Ranmaru,It is null Mulch.,71796,2017-06-01 21:00:00,2739
2750,Ranmaru,Focus. You know there is one scum between Gamma and Transcend. Come to your senses Mulch.,71796,2017-06-01 21:02:00,2740
2751,Titus,"

The cop comment is pretty bad. A, he wants to leash the cop, b, it implies he trusts the cop implicitly despite the balance issues.",71796,2017-06-01 21:09:00,2741
2752,Mulch,"

Not the cop, the fact that he is very obviously buddying me",71796,2017-06-01 21:10:00,2742
2753,Mulch,"""I have to work but if it's my final night trust mulch with your life.""  How kissass can you possibly be?",71796,2017-06-01 21:10:00,2743
2754,LaLight,"

Sure, she was my top choice anyway. But I'm most likely dead",71796,2017-06-01 21:15:00,2744
2755,FrozenFlame," This completely contradicts your comment earlier about how you wanted Ran to be able to decide the game. The ideal scenario you just described literally precludes the possibility of Ran being able to unilaterally decide the game... Ran can only decide the game if scum are split and he votes wrong...

Like are you even paying attention to what you're saying?

@ LaLight: Why are you ignoring me?  

@ Ran: Where's your head at right now dude? I really think Gamma is the right play here. Your comment re: him not even trying is so spot on its not even funny. What's holding you up?",71796,2017-06-01 21:51:00,2745
2756,Titus,"

No it doesn't.

If 3 town are on one, and 3 scum are on the other, the vote by Ram decides the game.",71796,2017-06-01 22:26:00,2746
2757,LaLight,"

I voted GE a while ago and said my readoning for it but There wasn't a time to vote yet. Just open my iso and you'll see. Don't let things go negative before you see the whole picture please, okay? ",71796,2017-06-01 22:35:00,2747
2758,Ranmaru,Mulch why aren't you responding to Frozen Flame?,71796,2017-06-01 22:54:00,2748
2759,Mulch,"

To what?",71796,2017-06-01 23:06:00,2749
2760,Ranmaru,2731,71796,2017-06-01 23:06:00,2750
2761,Mulch,"That's pretty convincing, not gonna lie",71796,2017-06-01 23:11:00,2751
2762,Mulch,I actually don't remember why I scumread ff in the first place :/,71796,2017-06-01 23:12:00,2752
2763,Mulch,Let me think it,71796,2017-06-01 23:12:00,2753
2764,Ranmaru,Dang it Mulch I was beginning to see Frozen Flame Scum...,71796,2017-06-01 23:12:00,2754
2765,Ranmaru,"Transcend (2): Gamma Emerald, Ryker, Titus
Gamma Emerald (1): Transcend, Frozen Flame, Lalight

Not voting (2): Ranmaru, Mulch",71796,2017-06-01 23:13:00,2755
2766,Ranmaru,"

Frozen Flame can you tell me why you brought this up? Why was it the least Ryker thing to see?",71796,2017-06-01 23:15:00,2756
2767,Ranmaru,"I think Titus is still scum. Lalight, I want you checking Titus/Frozen Flame tonight.",71796,2017-06-01 23:20:00,2757
2768,Mulch,Ok hardcore analysis coming.  First: I don't understand your votecount Ran,71796,2017-06-01 23:29:00,2758
2769,Mulch,Second: Are you allowed to lie about moderator communications?,71796,2017-06-01 23:29:00,2759
2770,Ranmaru,"1. Seems simple to me, it's three votes on Transcend and three votes on Gamma. I'm too lazy to recreate the whole thing.
2. Probably. As long as you paraphrase. Don't use exact quotes or exactly what the mod said. (grounds for modkill)",71796,2017-06-01 23:36:00,2760
2771,Ranmaru,Oh lol the (2) and the (1) should both be three.  ,71796,2017-06-01 23:40:00,2761
2772,Mulch,"So we are basically deciding the game

Then I better ask the mod if you are confirmed town lol",71796,2017-06-01 23:40:00,2762
2773,Ranmaru,Yeah. We basically are.,71796,2017-06-01 23:41:00,2763
2774,Transcend,"Hi guys I'm on lunch 

I'm town, don't doubt me now. You're on the right track.",71796,2017-06-01 23:43:00,2764
2775,Ranmaru,I think Gamma is scum and letting himself be lynched for him to be bussed. Who do you guys think is bussing him?,71796,2017-06-01 23:44:00,2765
2776,Transcend,I think it's Light,71796,2017-06-01 23:48:00,2766
2777,Ranmaru,oh right...,71796,2017-06-01 23:52:00,2767
2778,Mulch,"Here is my problem Ranmaru.  I still think there is an astronomically high chance that Tammy/Titus is scum right now, and right now they are voting Transcend",71796,2017-06-01 23:52:00,2768
2779,Transcend,Mulch hmu if you're still doubting my alignment,71796,2017-06-01 23:53:00,2769
2780,Transcend,"Titus will be sorted tonight by the ""cop"".",71796,2017-06-01 23:53:00,2770
2781,Mulch,"I am.  You have buddied me all game, including day 1, which I caught, and even now ""iF I die trust mulch 100""",71796,2017-06-01 23:53:00,2771
2782,Ranmaru,"Mulch, it's Gamma. I had doubts of Transcend's play but look. No Gamma.",71796,2017-06-01 23:54:00,2772
2783,Transcend,"

I think there's a chance you could get mislynched without me around so I'm making sure that does NOT happen.",71796,2017-06-01 23:55:00,2773
2784,Transcend,"

Are you ready to vote?",71796,2017-06-01 23:55:00,2774
2785,Ranmaru,I'll hammer Gamma after Mulch votes Gamma.,71796,2017-06-01 23:56:00,2775
2786,Transcend,Mulch i promise gamma flips red,71796,2017-06-01 23:57:00,2776
2787,Ranmaru,I agree Titus is scum here though.,71796,2017-06-01 23:57:00,2777
2788,Transcend,Hence why she's getting sorted out tonight.,71796,2017-06-01 23:57:00,2778
2789,Transcend,Mulch plz trust me <3,71796,2017-06-02 00:01:00,2779
2790,Ranmaru,Stop you will just make him more paranoid smh,71796,2017-06-02 00:02:00,2780
2791,Transcend,Sigh,71796,2017-06-02 00:02:00,2781
2792,Mulch,"I am having conflicting thoughts in my head.

1) I sincerely believe that Gamma scumslipped, and that she and tammy are a scumteam together.  This could explain why Titus is voting Transcend, and Ryker too.   HOWEVER.  Right now, if scum mess up (either Gamma is lynched as scum or Transcend is lynched as scum)...they still have 2 more lynches we need to get.  It makes no sense why they would all go in one basket.  I know for a fact that I would want to go in the OPPOSITE basket if I was scum in this situatio (Ie bussing).   Therefore, assuming Titus+Gamma are scum together, that would mean Lalight or FF are the bussers here.  An interesting thing is that if Tammy AND lalight are both scum, that would mean that Transcend is 100% town, due to lack of power roles for the town.  If FF is the one bussing, that would make sense- FF, Tammy, Gamma- but that post frozenflame just made is really convincing to me and to me seemed to show real emoition.  I was scumreading FF earlier but I forget why

2) Transcend has been fucking buddyin me the entire game, saying he TR me earlier, trying to pocket me, the weird wagon switch to the person I wanted to lynch, like he has been connecting himself with me all game.  I also had a strong scumreading on transcend basically for these things before he claimed even night SOMETHING which immediately made me want to trust him.  But now he just did it again- ""If I die...mulch is town 100%"".  WTF?  It's like blatant and I think he could easily think I am some idiot noob would would love to be taken advantage of my a smart scum.  

My problem with Transcend being scum, though is a lot:
1) This would mean that if Tammy is scum (which I am almost sure), he would be bussing (which is okay). 
2)  Why is gamma not doing anything to defend herself?",71796,2017-06-02 00:02:00,2782
2793,Mulch,"

And why do you think I am 100% town again?",71796,2017-06-02 00:04:00,2783
2794,Transcend,"I'm not in the position to hard on scum case him rn. 

Ranmaru is right though. He knows he's getting lynched so he's not talking in the thread to avoid associations. Town!him would fight his ass off.",71796,2017-06-02 00:04:00,2784
2795,Ranmaru,"I think you are letting your way of dealing with how people town read you taint your reads. I remember you saying how ballsy it was for Adumbrodeus to town read you, yet he was town. It's simple, town do little things that just make you doubt your read but you have to move past it and just push on the actual scum play.",71796,2017-06-02 00:04:00,2785
2796,Transcend,"

Your play and tone are 100% genuine. You're actually sorting the game rather than in your newbie game when you lynched in a calculated manner.",71796,2017-06-02 00:05:00,2786
2797,Mulch,"No, Adumbro SCUM read me which is why I thought he was town (I think)",71796,2017-06-02 00:05:00,2787
2798,Transcend,"I feel scum!you would also just bus Gamma, but you're actually genuinely unsure.",71796,2017-06-02 00:05:00,2788
2799,Ranmaru,"Meaning, all you need to know is that Gamma is letting himself be lynched. If he were town he would be fighting because he knows it would cause us to lose the game. Then you see that Transcend and Gamma cannot be scum together.",71796,2017-06-02 00:06:00,2789
2800,Mulch,"

You don't think it's possible I am scum that switched metas?  You are blindly trusting me 100%",71796,2017-06-02 00:06:00,2790
2801,Mulch,It's just so WEIRD ran,71796,2017-06-02 00:07:00,2791
2802,Ranmaru,"

Lmao no. The words were TOWNIE AF. I remember!",71796,2017-06-02 00:07:00,2792
2803,Transcend,"What I've seen is really genuine and I'm not backing down from it. 

I have to get back to work, but I'll be back in like 6 hours if you still wanted to chat.",71796,2017-06-02 00:07:00,2793
2804,Mulch,"Am I THAT transparent that he would be able to read me that easily?  I'm usually townread as scum and scumread as town (as a general rule), and I've been trying to improve that",71796,2017-06-02 00:07:00,2794
2805,Mulch,"

Let me find but I'm pretty sure I would not call anyone townie for townreading me",71796,2017-06-02 00:08:00,2795
2806,Transcend,"Alternatively, flip Gamma. I swear on everything he'll flip red.",71796,2017-06-02 00:08:00,2796
2807,Ranmaru,"

Lol I get that from town reads sometimes too. Just got to learn how to move past it. Sometimes a player plays in such a way that you feel is really town, and then that player doubts you the whole game! (Soupamario) I have been in the position as transcend before, and vice versa.",71796,2017-06-02 00:09:00,2797
2808,Ranmaru,"

I want you to focus. Transcend is here, trying. Gamma, is not.",71796,2017-06-02 00:10:00,2798
2809,Mulch,I mean I also sort of feel like putting my blind trust in you because you are conf town.   Is there zero chance you are changing your mind?,71796,2017-06-02 00:10:00,2799
2810,Ranmaru,Zero chance. I'm ready to hammer when you vote Gamma.,71796,2017-06-02 00:11:00,2800
2811,Ranmaru,"I also think your 2782 is pretty genuine. (If you are scum, I would say it was a good move, but I don't think you are scum here at this point)",71796,2017-06-02 00:14:00,2801
2812,Mulch,"I've literally not felt this nervous in a game of FM before and this is actually going against my gut lol
VOTE: Gamma",71796,2017-06-02 00:14:00,2802
2813,Ranmaru,VOTE: Gamma,71796,2017-06-02 00:15:00,2803
2814,Ranmaru,I don't think Ryker is scum. I would expect him to bus scum.,71796,2017-06-02 00:15:00,2804
2815,Mulch,Did we loseasdnais das,71796,2017-06-02 00:15:00,2805
2816,Mulch,RAN,71796,2017-06-02 00:15:00,2806
2817,Ranmaru,"Lalight, target Titus/Frozen Flame. (Even though I think you might be mafia)",71796,2017-06-02 00:16:00,2807
2818,Mulch,Transcend did we lose,71796,2017-06-02 00:16:00,2808
2819,Ranmaru,"

I'm town. So probably not. I hope Gamma is scum.",71796,2017-06-02 00:16:00,2809
2820,Mulch,I HOPE SO TOO lol,71796,2017-06-02 00:17:00,2810
2821,Ranmaru,If Gamma is town I am going to strangle him.,71796,2017-06-02 00:17:00,2811
2822,PenguinPower,"Vote Count 3.04 - FINAL
  Gamma Emerald (5): Transcend, FrozenFlame, LaLight, Mulch, Ranmaru (LYNCH)  
Transcend (3): Gamma Emerald, Ryker, Titus

Not Voting (0): None.

With 8 alive, it takes 5 to lynch.

Deadline: (expired on 2017-06-13 18:55:00)

Mod Notes:  I is troll mod.

",71796,2017-06-02 00:18:00,2812
2823,PenguinPower,"Day 2 LynchGamma Emerald,  Mafia 1-shot Bulletproof, lynched Day 3

Night 3 begins now and will last for (expired on 2017-06-03 20:25:00)",71796,2017-06-02 00:22:00,2813
2824,PenguinPower,"Night 3 Kill
Ranmaru, Town 1-shot Novice Day Vigilante, killed Night 3
",71796,2017-06-04 01:11:00,2814
